title,unitType,size, Chaoxiang,floor,nianfen,Community,address,unitPrice,price,detail_url
南北通透 私密性好 大户型 装修交付 万科大都会 考虑可私聊,3室2厅1卫,95㎡,南,NAN,NAN,万科大都会,二七-大学南路-大学南路与南四环交汇处南200米东南,105万,11053元/㎡,https://zhengzhou.anjuke.com/prop/view/S2610800575912971?auction=221&hpType=27&entry=102&position=60&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_60&from=from_esf_List_screen&index=60
二七区古玩城铁道陇海家园3室1厅,3室1厅2卫,124㎡,南北,低层(共32层),2010年建造,铁道陇海家园,二七-大学路-陇海路,140万,11291元/㎡,https://zhengzhou.anjuke.com/prop/view/S3051173443511308?auction=221&hpType=27&entry=102&position=61&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_61&from=from_esf_List_screen&index=61
万达旁，边户三房，包税，随时看,3室2厅1卫,88.51㎡,南北,高层(共34层),2021年建造,万华城华府,高新区-科学大道-郁香路37号,110万,12428元/㎡,https://zhengzhou.anjuke.com/prop/view/S3060661832915976?auction=221&hpType=27&entry=102&position=62&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_62&from=from_esf_List_screen&index=62
科学大道 升龙又一城 朝南三房 精装修 郑州大学附近 地铁口,3室2厅1卫,90.64㎡,南,中层(共32层),2015年建造,升龙又一城(2期),高新区-科学大道-科学大道89号,104万,11474元/㎡,https://zhengzhou.anjuke.com/prop/view/S2808011275475977?auction=221&hpType=27&entry=102&position=63&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_63&from=from_esf_List_screen&index=63
厨卫全明 私密性好 大户型 装修交付 万科大都会 考虑可私聊,3室2厅1卫,99㎡,南,NAN,NAN,万科大都会,二七-大学南路-大学南路与南四环交汇处南200米东南,97万,9798元/㎡,https://zhengzhou.anjuke.com/prop/view/S2803272854903813?auction=221&hpType=27&entry=102&position=64&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_64&from=from_esf_List_screen&index=64
华林都市家园多层二楼 一梯两户 看房有钥匙 有地下室,3室2厅1卫,107㎡,南,低层(共6层),2005年建造,华林都市家园,金水-南阳路-南阳路242号,126万,11776元/㎡,https://zhengzhou.anjuke.com/prop/view/S3045492879039491?auction=221&hpType=27&entry=102&position=65&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_65&from=from_esf_List_screen&index=65
对面外国语中学，房源采光好，双气朝南，业主诚意出,3室2厅1卫,91㎡,南,高层(共33层),2020年建造,金锣湾鸿福园,管城-二里岗-玉城街39号,149万,16374元/㎡,https://zhengzhou.anjuke.com/prop/view/S3004387756121101?auction=221&hpType=27&entry=102&position=66&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_66&from=from_esf_List_screen&index=66
新出房源大三室业主诚售看房方便环境优美视野良好价格优美采光好,3室2厅1卫,91㎡,南北,中层(共30层),2018年建造,幸福滨水家园(南院),经开区-滨河新区-腾达路9号,140万,15385元/㎡,https://zhengzhou.anjuke.com/prop/view/S3054982452845571?auction=221&hpType=27&entry=102&position=67&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_67&from=from_esf_List_screen&index=67
正商中州城百合园 次新小区 南向采光充足 价格美丽 诚意可谈,3室2厅1卫,112.47㎡,南,低层(共28层),2018年建造,正商中州城百合园,管城-安徐庄-青山路,122万,10848元/㎡,https://zhengzhou.anjuke.com/prop/view/S2610904373832716?auction=221&hpType=27&entry=102&position=68&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_68&from=from_esf_List_screen&index=68
双地铁口3.4号线，央企开发！醇熟社区！新品加推！价格可谈！,3室2厅1卫,95㎡,南,NAN,NAN,招商·时代天宸,惠济-省体育中心-三全路与江山路交叉口向东200米,161万,16948元/㎡,https://zhengzhou.anjuke.com/prop/view/S3017376459598855?auction=221&hpType=27&entry=102&position=69&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_69&from=from_esf_List_screen&index=69
阳光城9号院 朝南小三房 业主诚心出售 看房方便 郑州四中,3室2厅1卫,88㎡,南,高层(共32层),2018年建造,阳光城9号院,管城-安徐庄-南台路49号,126万,14319元/㎡,https://zhengzhou.anjuke.com/prop/view/S3031305084853257?auction=221&hpType=27&entry=102&position=70&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_70&from=from_esf_List_screen&index=70
万华城视野无遮挡 次新房 近地铁 双卫 满二 带电梯,3室2厅2卫,120.9㎡,南,高层(共34层),2021年建造,万华城华府,高新区-科学大道-郁香路37号,169万,13979元/㎡,https://zhengzhou.anjuke.com/prop/view/S3003008002272261?auction=221&hpType=27&entry=102&position=71&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_71&from=from_esf_List_screen&index=71
房源采光好，南北通透，业主诚意出,4室2厅2卫,125.23㎡,南,中层(共34层),2019年建造,万华城郁香苑,高新区-科学大道-郁香路69号,160万,12777元/㎡,https://zhengzhou.anjuke.com/prop/view/S3069141837357066?auction=221&hpType=27&entry=102&position=72&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_72&from=from_esf_List_screen&index=72
厨卫全明 户型方正 大户型 品质好房 保利·大都汇 无中介费随时看,3室2厅1卫,98㎡,南,NAN,NAN,保利·大都汇,金水-金水周边-花园路宏康路交叉口东侧,180万,18368元/㎡,https://zhengzhou.anjuke.com/prop/view/S2611193716203528?auction=221&hpType=27&entry=102&position=73&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_73&from=from_esf_List_screen&index=73
南北通透三房，河景房，全款房过户快无个税，价可谈急售随时看房,3室2厅1卫,89㎡,南北,中层(共34层),2016年建造,万科城紫兰苑,高新区-科学大道-须水河东路133号,109万,12248元/㎡,https://zhengzhou.anjuke.com/prop/view/S2947926174850058?auction=221&hpType=27&entry=102&position=74&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_74&from=from_esf_List_screen&index=74
文一小对面 建业贰号城邦 边户 通透三房 随时过户 随时看房,3室2厅1卫,89㎡,南北,高层(共27层),2014年建造,建业贰号城邦,金水-水上公园-农业路22号,184万,20675元/㎡,https://zhengzhou.anjuke.com/prop/view/S2907749294072846?auction=221&hpType=27&entry=102&position=75&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_75&from=from_esf_List_screen&index=75
降价16万！金二环地铁口100米 130平159万,3室2厅2卫,130㎡,南北,低层(共30层),2014年建造,正商城和园1号院,二七-碧云路-祥云路5号,159万,12231元/㎡,https://zhengzhou.anjuke.com/prop/view/S2642204993678347?auction=221&hpType=27&entry=102&position=76&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_76&from=from_esf_List_screen&index=76
工人路汝河路 2012年电梯小三房 户型好 采光好,3室2厅1卫,86.81㎡,东南,低层(共30层),2012年建造,中原新城观澜小区工人路186号院,中原-帝湖-工人路186号,110.5万,12729元/㎡,https://zhengzhou.anjuke.com/prop/view/S3040913855437832?auction=221&hpType=27&entry=102&position=77&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_77&from=from_esf_List_screen&index=77
南北通透 双卫生间 大户型 装修交付 龙湖熙上 欢迎联系看房,3室2厅2卫,103㎡,南,NAN,NAN,龙湖熙上,管城-安徐庄-金岱路鼎瑞街交叉口地铁4号线姚庄站向西400米,128万,12428元/㎡,https://zhengzhou.anjuke.com/prop/view/S2942094031789059?auction=221&hpType=27&entry=102&position=78&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_78&from=from_esf_List_screen&index=78
橡树玫瑰城 三室两厅 房源采光好，南北通透，业主诚意出售,3室2厅1卫,113㎡,南北,低层(共6层),2010年建造,橡树玫瑰城(南区),管城-安徐庄-中州大道1188号,137万,12124元/㎡,https://zhengzhou.anjuke.com/prop/view/S2611062958545929?auction=221&hpType=27&entry=102&position=79&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_79&from=from_esf_List_screen&index=79
品质小区业主挥泪急售，中间楼层精装三室拎包入住家电家具全送,3室2厅1卫,87㎡,南北,高层(共27层),2019年建造,招商天地华府,二七-嵩山路-嵩山南路,108万,12414元/㎡,https://zhengzhou.anjuke.com/prop/view/S2611025099661325?auction=221&hpType=27&entry=102&position=80&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_80&from=from_esf_List_screen&index=80
急售 急售 急售 看房方便 业主诚心出售 捡漏房源,3室2厅2卫,113㎡,南北,低层(共34层),2018年建造,锦艺金水湾观源苑,金水-三全路-贾鲁河北路36号,163万,14425元/㎡,https://zhengzhou.anjuke.com/prop/view/S2910547660071940?auction=221&hpType=27&entry=102&position=81&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_81&from=from_esf_List_screen&index=81
厨卫全明 主卧套房 小户型 低总价 佳源·名门橙邦 来电价格可议,3室2厅1卫,88.53㎡,南,NAN,NAN,佳源·名门橙邦,二七-二七周边-大学路与长江路交会处东北角,124万,14007元/㎡,https://zhengzhou.anjuke.com/prop/view/S2610988945497089?auction=221&hpType=27&entry=102&position=82&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_82&from=from_esf_List_screen&index=82
全款房 过户快快 万科城雅梅苑 送家具家电,3室2厅1卫,88.25㎡,南,中层(共34层),2016年建造,万科城雅梅苑,高新区-科学大道-创新大道,109.5万,12408元/㎡,https://zhengzhou.anjuke.com/prop/view/S3046891621278720?auction=221&hpType=27&entry=102&position=83&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_83&from=from_esf_List_screen&index=83
近地铁房龄新 带电梯 出行方便 朝南 正规商品房 购物方便,2室2厅1卫,83.99㎡,南,低层(共32层),2017年建造,阳光城9号院,管城-安徐庄-南台路49号,114万,13574元/㎡,https://zhengzhou.anjuke.com/prop/view/S3014446888557571?auction=221&hpType=27&entry=102&position=84&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_84&from=from_esf_List_screen&index=84
锦艺四季城香颂苑 次新房 70年产权 近地铁 小三房,3室2厅1卫,88㎡,南,低层(共32层),2019年建造,锦艺四季城香颂苑,惠济-开元路-英才街266号,108万,12273元/㎡,https://zhengzhou.anjuke.com/prop/view/S2978760406670350?auction=221&hpType=27&entry=102&position=85&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_85&from=from_esf_List_screen&index=85
南北通透 主卧套房 小户型 低总价 佳源·名门橙邦 来电价格可议,3室2厅1卫,83㎡,南,NAN,NAN,佳源·名门橙邦,二七-二七周边-大学路与长江路交会处东北角,116万,13976元/㎡,https://zhengzhou.anjuke.com/prop/view/S2621790082342926?auction=221&hpType=27&entry=102&position=86&kwtype=filter&now_time=1686749125&spread=filtersearch_c&epauction=&stats_key=9d937ae0-de1f-499f-86bb-fd3c650895f3_86&from=from_esf_List_screen&index=86
必看好房！毛坯自由装！赠送17平！五星物业！次新小区！满五年,3室1厅1卫,87.66㎡,西,高层(共32层),2017年建造,城开绿城绿园(二期),中原-桐柏路-五龙口南路，近桐柏北路,109万,12435元/㎡,https://zhengzhou.anjuke.com/prop/view/S2611158142131210?auction=221&hpType=27&entry=102&position=0&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_0&from=from_esf_List_screen&index=0
高楼层视野无遮挡 交通便捷 板楼 商品房 小区新 小三房,3室2厅1卫,91.45㎡,西,高层(共32层),2017年建造,城开绿城绿园(二期),中原-桐柏路-五龙口南路，近桐柏北路,102万,11154元/㎡,https://zhengzhou.anjuke.com/prop/view/S3012894238172163?auction=221&hpType=27&entry=102&position=1&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_1&from=from_esf_List_screen&index=1
急售！没有任何F用 南北通透三房好楼层视野开阔 看房随时,3室2厅2卫,136㎡,南北,高层(共27层),2020年建造,长江一号(二期),二七-京广路-京广快速路,170万,12500元/㎡,https://zhengzhou.anjuke.com/prop/view/S2999889323664386?auction=221&hpType=27&entry=102&position=2&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_2&from=from_esf_List_screen&index=2
南北通透 双卫生间 大户型 刚需直选 美盛·教育港湾 考虑可私聊,2室2厅1卫,75㎡,东,NAN,NAN,美盛·教育港湾,金水-绿荫广场-北三环与普庆路交汇处西北角,139万,18534元/㎡,https://zhengzhou.anjuke.com/prop/view/S3042170019388424?auction=221&hpType=27&entry=102&position=3&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_3&from=from_esf_List_screen&index=3
边户南北通透三房 院内捡漏低价三房 精装修业主自住三房,3室2厅1卫,88㎡,南,低层(共27层),2018年建造,招商天地华府,二七-嵩山路-嵩山南路,103.5万,11762元/㎡,https://zhengzhou.anjuke.com/prop/view/S3056619540079630?auction=221&hpType=27&entry=102&position=4&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_4&from=from_esf_List_screen&index=4
朗悦公园道1号玺园 近地铁 精装好房 中间好楼层 双卫生间,4室2厅2卫,114㎡,南北,中层(共34层),2018年建造,朗悦公园道1号玺园,高新区-科学大道-枫杨街,196万,17193元/㎡,https://zhengzhou.anjuke.com/prop/view/S2980065950755842?auction=221&hpType=27&entry=102&position=5&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_5&from=from_esf_List_screen&index=5
次新小区 临地铁 正南朝向 板楼 满二 有电梯 居家自住,3室2厅2卫,118㎡,南,低层(共32层),2019年建造,锦艺四季城香颂苑,惠济-开元路-英才街266号,140万,11865元/㎡,https://zhengzhou.anjuke.com/prop/view/S2610855044636686?auction=221&hpType=27&entry=102&position=6&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_6&from=from_esf_List_screen&index=6
厨卫全明 双卫生间 大户型 刚需直选 美盛·教育港湾 考虑可私聊,3室2厅1卫,89㎡,南,NAN,NAN,美盛·教育港湾,金水-绿荫广场-北三环与普庆路交汇处西北角,165万,18540元/㎡,https://zhengzhou.anjuke.com/prop/view/S2610760467180549?auction=221&hpType=27&entry=102&position=7&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_7&from=from_esf_List_screen&index=7
金水西路 亚新物业 小三房 电梯双气 新小区 环境好 随时看,3室2厅1卫,90.33㎡,南,高层(共33层),2020年建造,郑地璞园,中原-五龙口-冉屯南街,135万,14946元/㎡,https://zhengzhou.anjuke.com/prop/view/S2623227011374080?auction=221&hpType=27&entry=102&position=8&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_8&from=from_esf_List_screen&index=8
金水北次新小区。出门就是地铁口，经典小三房，人车分流小区急售,3室2厅1卫,86.85㎡,南,高层(共33层),2021年建造,美景美境(一期),金水-国基路-国基路,158万,18193元/㎡,https://zhengzhou.anjuke.com/prop/view/S2943549971194881?auction=221&hpType=27&entry=102&position=9&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_9&from=from_esf_List_screen&index=9
房源采光好，南北通透，业主诚意出,3室2厅1卫,96.4㎡,南,高层(共34层),2020年建造,保利文化广场一期,高新区-科学大道-国槐街21号,162万,16805元/㎡,https://zhengzhou.anjuke.com/prop/view/S3064904583226374?auction=221&hpType=27&entry=102&position=10&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_10&from=from_esf_List_screen&index=10
威尼斯水城(三期西区) 板楼 南北通透 满五 临地铁,3室2厅2卫,126㎡,南北,低层(共16层),2007年建造,威尼斯水城(三期西区),中原-五龙口-桐柏北路100号,135万,10715元/㎡,https://zhengzhou.anjuke.com/prop/view/S3046729721880581?auction=221&hpType=27&entry=102&position=11&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_11&from=from_esf_List_screen&index=11
南北通透 玄关入户 小户型 低总价 泉舜上城 欢迎联系看房,2室1厅1卫,52.76㎡,南,NAN,NAN,泉舜上城(新房),金水-南阳路-黄河路与南阳路交汇处向东100米路北,82万,15543元/㎡,https://zhengzhou.anjuke.com/prop/view/S2610996194024456?auction=221&hpType=27&entry=102&position=12&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_12&from=from_esf_List_screen&index=12
百荣对面 出行便利 次新小区 万科物业 全新未住,3室2厅2卫,122.94㎡,南北,高层(共34层),2021年建造,万科大都会和悦苑,二七-连云路-南荆路,159万,12934元/㎡,https://zhengzhou.anjuke.com/prop/view/S3061046375343113?auction=221&hpType=27&entry=102&position=13&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_13&from=from_esf_List_screen&index=13
电梯 精装三房可拎包入住 满五 板楼 出行方便 楼龄新,3室2厅1卫,87㎡,南,中层(共34层),2019年建造,五龙新城香榭园,中原-五龙口-漳河路12号,99.5万,11437元/㎡,https://zhengzhou.anjuke.com/prop/view/S3056413748763649?auction=221&hpType=27&entry=102&position=14&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_14&from=from_esf_List_screen&index=14
金水西路世纪城 产权清晰 商圈成熟 次新小区 有电梯 近医院,3室2厅1卫,118㎡,南北,中层(共34层),2020年建造,金水世纪城,中原-秦岭路-金水西路126号,165万,13984元/㎡,https://zhengzhou.anjuke.com/prop/view/S3025602605031424?auction=221&hpType=27&entry=102&position=15&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_15&from=from_esf_List_screen&index=15
南北通透 双卫生间 大户型 刚需直选 美盛·教育港湾 来电咨询,3室2厅1卫,98㎡,南,NAN,NAN,美盛·教育港湾,金水-绿荫广场-北三环与普庆路交汇处西北角,181万,18470元/㎡,https://zhengzhou.anjuke.com/prop/view/S2611065085272071?auction=221&hpType=27&entry=102&position=16&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_16&from=from_esf_List_screen&index=16
融创城开珑府2号院 精装好房 近地铁 次新房 带电梯,3室2厅2卫,119㎡,南北,中层(共33层),2020年建造,融创城开珑府2号院,惠济-北大学城-金河路，近滨河路,171万,14370元/㎡,https://zhengzhou.anjuke.com/prop/view/S2615081700862990?auction=221&hpType=27&entry=102&position=17&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_17&from=from_esf_List_screen&index=17
升龙天汇3号院 小三房 板楼 商品住宅 医疗配套成熟,3室2厅1卫,89㎡,南,高层(共32层),2016年建造,升龙天汇3号院,中原-五龙口-桐柏北路,96万,10787元/㎡,https://zhengzhou.anjuke.com/prop/view/S2614725969927173?auction=221&hpType=27&entry=102&position=18&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_18&from=from_esf_List_screen&index=18
碧桂园天悦 朝南 双卫生间 业主急售 中间楼层采光好 次新房,3室2厅2卫,117.17㎡,南,中层(共34层),2019年建造,碧桂园天悦,经开区-远大理想城-经开第一大街,185万,15790元/㎡,https://zhengzhou.anjuke.com/prop/view/S2610834393669641?auction=221&hpType=27&entry=102&position=19&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_19&from=from_esf_List_screen&index=19
厨卫全明 客餐厅相连 小户型 大平层 谦祥·时光序 随时约看,3室2厅1卫,88㎡,南,NAN,NAN,谦祥·时光序,惠济-刘寨-兴隆铺路与粮仓路交叉口东南角,128万,14546元/㎡,https://zhengzhou.anjuke.com/prop/view/S2610819124599813?auction=221&hpType=27&entry=102&position=20&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_20&from=from_esf_List_screen&index=20
花园路黄河路 2楼双气三房 通透采光好 小区停车方便 随时看,3室1厅1卫,80㎡,南北,低层(共7层),1995年建造,新华一厂家属院,金水-黄河路-经五路,89万,11125元/㎡,https://zhengzhou.anjuke.com/prop/view/S3066401310942216?auction=221&hpType=27&entry=102&position=21&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_21&from=from_esf_List_screen&index=21
泰宏建业20号院 价格便宜 业主急卖 楼层好 可以随时看房,3室2厅1卫,89.61㎡,南,中层(共32层),2019年建造,泰宏建业国际城20号院,二七-嵩山路-思勤江路10号,95万,10602元/㎡,https://zhengzhou.anjuke.com/prop/view/S2937470634732554?auction=221&hpType=27&entry=102&position=22&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_22&from=from_esf_List_screen&index=22
双地铁 财信 通透三房 诚心急售 低于市场价28万 随时看房,3室2厅1卫,90㎡,南北,低层(共34层),2015年建造,财信圣堤亚纳,郑东新区-黄河东路-商都路21号,168万,18667元/㎡,https://zhengzhou.anjuke.com/prop/view/S3049384761057283?auction=221&hpType=27&entry=102&position=23&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_23&from=from_esf_List_screen&index=23
管南片 商业配套齐全 带电梯 临地铁 近医院 小三房 板楼,3室2厅1卫,90.16㎡,南,高层(共33层),2013年建造,美景鸿城(二期鸿图),管城-管南片-腾飞路2号,113万,12534元/㎡,https://zhengzhou.anjuke.com/prop/view/S2938898116389893?auction=221&hpType=27&entry=102&position=24&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_24&from=from_esf_List_screen&index=24
南北通透 客餐厅相连 小户型 大平层 谦祥·时光序 随时约看,3室2厅1卫,88㎡,南,NAN,NAN,谦祥·时光序,惠济-刘寨-兴隆铺路与粮仓路交叉口东南角,128万,14546元/㎡,https://zhengzhou.anjuke.com/prop/view/S2610787625954313?auction=221&hpType=27&entry=102&position=25&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_25&from=from_esf_List_screen&index=25
出行方便 近地铁 房龄新 带电梯 南向采光好 商品房,3室2厅1卫,89.47㎡,南,低层(共16层),2016年建造,正弘澜庭叙A区,惠济-英才街-豫泰路9号,151万,16878元/㎡,https://zhengzhou.anjuke.com/prop/view/S2964892887800847?auction=221&hpType=27&entry=102&position=26&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_26&from=from_esf_List_screen&index=26
新出房源大三室业主诚售看房方便环境优美视野良好价格优美采光好,3室2厅1卫,91㎡,南北,中层(共30层),2018年建造,幸福滨水家园(南院),经开区-滨河新区-腾达路9号,140万,15385元/㎡,https://zhengzhou.anjuke.com/prop/view/S3054982452845571?auction=221&hpType=27&entry=102&position=27&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_27&from=from_esf_List_screen&index=27
房源采光好，南北通透，业主诚意出,3室2厅1卫,114㎡,南,低层(共6层),2005年建造,阳光嘉苑,金水-国基路-国基路99号,145万,12720元/㎡,https://zhengzhou.anjuke.com/prop/view/S2957621077580814?auction=221&hpType=27&entry=102&position=28&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_28&from=from_esf_List_screen&index=28
热门好盘 大户型 装修交付 美盛·中环壹号 装修交付 欢迎联系看房,2室2厅1卫,77㎡,北,NAN,NAN,美盛·中环壹号,金水-国基路-国基路与文化路交汇处向西100米（郑州海洋馆对面）,162万,21039元/㎡,https://zhengzhou.anjuke.com/prop/view/S2930667621030926?auction=221&hpType=27&entry=102&position=29&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_29&from=from_esf_List_screen&index=29
捡漏！带车位，房源采光好，南北通透，业主诚意出,3室2厅2卫,126㎡,南,高层(共33层),2013年建造,豫军长基花园,金水-博颂路-博颂路38号,145万,11508元/㎡,https://zhengzhou.anjuke.com/prop/view/S3052250916527111?auction=221&hpType=27&entry=102&position=30&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_30&from=from_esf_List_screen&index=30
房源采光好，南北通透，业主诚意出,3室2厅1卫,87.85㎡,南,低层(共26层),2018年建造,招商天地华府,二七-嵩山路-嵩山南路,102万,11611元/㎡,https://zhengzhou.anjuke.com/prop/view/S2615494557346825?auction=221&hpType=27&entry=102&position=31&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_31&from=from_esf_List_screen&index=31
金水区金水路银基王朝3期3室2厅,3室2厅1卫,91.15㎡,西南,低层(共34层),2011年建造,银基王朝(三期),金水-曼哈顿-福元路,148万,16237元/㎡,https://zhengzhou.anjuke.com/prop/view/S3040793432743936?auction=221&hpType=27&entry=102&position=32&kwtype=filter&now_time=1686749185&spread=filtersearch_c&epauction=&stats_key=1628c088-f2fd-43f6-9bc8-e9975456bbcc_32&from=from_esf_List_screen&index=32
